classification,source_union,dedupe_key,record_count,curated_records,archive_records,title,year,venue,doi,url,archive_reasons
openalex_only,OpenAlex,doi:10.1038/s41378-026-01237-w,1,1,0,Electrohydrodynamic printed ultra-high performance liquid metal strain sensor,2026,Microsystems & Nanoengineering,10.1038/s41378-026-01237-w,https://doi.org/10.1038/s41378-026-01237-w,
openalex_only,OpenAlex,doi:10.1038/s41378-025-01035-w,1,1,0,Proximal sound printing: direct 3D printing of microstructures on polymers,2026,Microsystems & Nanoengineering,10.1038/s41378-025-01035-w,https://doi.org/10.1038/s41378-025-01035-w,
openalex_only,OpenAlex,doi:10.1016/j.mmr.2026.100006,1,1,0,3D bioprinting of tissues and organs for systemic diseases and localized injuries,2026,Military Medical Research,10.1016/j.mmr.2026.100006,https://doi.org/10.1016/j.mmr.2026.100006,
openalex_only,OpenAlex,doi:10.3390/molecules29020319,1,1,0,"Polymer Composites in 3D/4D Printing: Materials, Advances, and Prospects",2024,Molecules,10.3390/molecules29020319,https://doi.org/10.3390/molecules29020319,
openalex_only,OpenAlex,doi:10.3390/molecules30194000,1,1,0,"Three-Dimensional Printable Photocurable Elastomer Composed of Hydroxyethyl Acrylate and Hydroxy Fatty Acid Derived from Waste Cooking Oil: An Innovative Strategy for Sustainable, Highly Flexible Resin Development",2025,Molecules,10.3390/molecules30194000,https://doi.org/10.3390/molecules30194000,
openalex_only,OpenAlex,doi:10.3390/molecules31081316,1,1,0,Initial Study of Feedstock Material Compositions for 3D Printing of Hybrid Metal–Polymer Components via Electrodeposition and Photopolymerization in an Electroplating Bath Environment,2026,Molecules,10.3390/molecules31081316,https://doi.org/10.3390/molecules31081316,
openalex_only,OpenAlex,doi:10.1557/s43579-026-00919-w,1,1,0,Additive manufacturing for structuring stimuli-responsive materials,2026,MRS Communications,10.1557/s43579-026-00919-w,https://doi.org/10.1557/s43579-026-00919-w,
openalex_only,OpenAlex,doi:10.26599/nr.2025.94907334,1,0,1,Processable subnanowire-liquid crystal ink for encryption and anti-counterfeiting,2025,Nano Research,10.26599/nr.2025.94907334,https://doi.org/10.26599/nr.2025.94907334,low_relevance:1
openalex_only,OpenAlex,doi:10.26599/nr.2026.94908451,1,1,0,Advanced micro-/nano additive manufacturing of multi-materials,2026,Nano Research,10.26599/nr.2026.94908451,https://doi.org/10.26599/nr.2026.94908451,
openalex_only,OpenAlex,doi:10.1007/s40820-026-02130-x,1,1,0,Information Security with Smart Hydrogels: Photo-Patterning and Multi-Stimuli Responsive Structural Color,2026,Nano-Micro Letters,10.1007/s40820-026-02130-x,https://doi.org/10.1007/s40820-026-02130-x,
openalex_only,OpenAlex,doi:10.1007/s40820-025-02026-2,1,1,0,Microscale Architectures for Intelligent Soft Robotics: From Functional Microneedles to Biointegrated Wearable Systems,2026,Nano-Micro Letters,10.1007/s40820-025-02026-2,https://doi.org/10.1007/s40820-025-02026-2,
openalex_only,OpenAlex,doi:10.1007/s40820-026-02154-3,1,1,0,MXene-Assembled Liquid Metal Hybrid Microparticles for Multifunctional and Stretchable Printed Electronics,2026,Nano-Micro Letters,10.1007/s40820-026-02154-3,https://doi.org/10.1007/s40820-026-02154-3,
openalex_only,OpenAlex,doi:10.1007/s40820-025-01986-9,1,1,0,Rational Design and Functionalization of Melt Electrowritten 4D Scaffolds for Biomedical Applications,2026,Nano-Micro Letters,10.1007/s40820-025-01986-9,https://doi.org/10.1007/s40820-025-01986-9,
openalex_only,OpenAlex,doi:10.3390/nanomanufacturing6010001,1,1,0,Advancements in Two-Photon Polymerization (2PP) for Micro and Nanoscale Fabrication,2025,Nanomanufacturing,10.3390/nanomanufacturing6010001,https://doi.org/10.3390/nanomanufacturing6010001,
openalex_only,OpenAlex,doi:10.3390/nano15161228,1,1,0,"Smart Polymers and Adaptive Systems in Pilot Suit Engineering: Toward Autonomous, Responsive, and Wearable Flight Technologies",2025,Nanomaterials,10.3390/nano15161228,https://doi.org/10.3390/nano15161228,
openalex_only,OpenAlex,doi:10.3390/nano16020100,1,1,0,"Graphene/CNT Nanocomposites: Processing, Properties, and Applications",2026,Nanomaterials,10.3390/nano16020100,https://doi.org/10.3390/nano16020100,
openalex_only,OpenAlex,doi:10.66754/nase.1901556,1,0,1,Development of an Offline Digital Twin Framework for Forging Dies Based on the Upper Bound Energy Method,2026,Natural Sciences and Engineering Bulletin,10.66754/nase.1901556,https://doi.org/10.66754/nase.1901556,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41586-024-07399-9,1,1,0,"A renewably sourced, circular photopolymer resin for additive manufacturing",2024,Nature,10.1038/s41586-024-07399-9,https://doi.org/10.1038/s41586-024-07399-9,
openalex_only,OpenAlex,doi:10.1038/s41586-024-08077-6,1,1,0,Dynamic interface printing,2024,Nature,10.1038/s41586-024-08077-6,https://doi.org/10.1038/s41586-024-08077-6,
openalex_only,OpenAlex,doi:10.1038/s41586-025-09436-7,1,1,0,Adaptive and context-aware volumetric printing,2025,Nature,10.1038/s41586-025-09436-7,https://doi.org/10.1038/s41586-025-09436-7,
openalex_only,OpenAlex,doi:10.1038/s44286-026-00392-1,1,0,1,A knowledge graph framework for digital twins of chemical processes,2026,Nature Chemical Engineering,10.1038/s44286-026-00392-1,https://doi.org/10.1038/s44286-026-00392-1,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41467-024-46532-0,1,1,0,3D printing by stereolithography using thermal initiators,2024,Nature Communications,10.1038/s41467-024-46532-0,https://doi.org/10.1038/s41467-024-46532-0,
openalex_only,OpenAlex,doi:10.1038/s41467-024-45938-0,1,1,0,4D printed hydrogel scaffold with swelling-stiffening properties and programmable deformation for minimally invasive implantation,2024,Nature Communications,10.1038/s41467-024-45938-0,https://doi.org/10.1038/s41467-024-45938-0,
openalex_only,OpenAlex,doi:10.1038/s41467-023-44599-9,1,0,1,A dynamic knowledge graph approach to distributed self-driving laboratories,2024,Nature Communications,10.1038/s41467-023-44599-9,https://doi.org/10.1038/s41467-023-44599-9,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41467-024-45725-x,1,0,1,An agricultural digital twin for mandarins demonstrates the potential for individualized agriculture,2024,Nature Communications,10.1038/s41467-024-45725-x,https://doi.org/10.1038/s41467-024-45725-x,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41467-024-47070-5,1,0,1,An integrated high-throughput robotic platform and active learning approach for accelerated discovery of optimal electrolyte formulations,2024,Nature Communications,10.1038/s41467-024-47070-5,https://doi.org/10.1038/s41467-024-47070-5,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41467-024-45345-5,1,1,0,Automatic data-driven design and 3D printing of custom ocular prostheses,2024,Nature Communications,10.1038/s41467-024-45345-5,https://doi.org/10.1038/s41467-024-45345-5,
openalex_only,OpenAlex,doi:10.1038/s41467-024-51086-2,1,1,0,Capillary trapping of various nanomaterials on additively manufactured scaffolds for 3D micro-/nanofabrication,2024,Nature Communications,10.1038/s41467-024-51086-2,https://doi.org/10.1038/s41467-024-51086-2,
openalex_only,OpenAlex,doi:10.1038/s41467-024-54712-1,1,0,1,Conditional neural field latent diffusion model for generating spatiotemporal turbulence,2024,Nature Communications,10.1038/s41467-024-54712-1,https://doi.org/10.1038/s41467-024-54712-1,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41467-024-49469-6,1,1,0,Consecutive multimaterial printing of biomimetic ionic hydrogel power sources with high flexibility and stretchability,2024,Nature Communications,10.1038/s41467-024-49469-6,https://doi.org/10.1038/s41467-024-49469-6,
openalex_only,OpenAlex,doi:10.1038/s41467-024-45039-y,1,1,0,Direct 4D printing of ceramics driven by hydrogel dehydration,2024,Nature Communications,10.1038/s41467-024-45039-y,https://doi.org/10.1038/s41467-024-45039-y,
openalex_only,OpenAlex,doi:10.1038/s41467-024-46591-3,1,1,0,Electrothermally controlled origami fabricated by 4D printing of continuous fiber-reinforced composites,2024,Nature Communications,10.1038/s41467-024-46591-3,https://doi.org/10.1038/s41467-024-46591-3,
openalex_only,OpenAlex,doi:10.1038/s41467-024-47360-y,1,1,0,Gradient matters via filament diameter-adjustable 3D printing,2024,Nature Communications,10.1038/s41467-024-47360-y,https://doi.org/10.1038/s41467-024-47360-y,
openalex_only,OpenAlex,doi:10.1038/s41467-024-50797-w,1,1,0,Highly conductive and stretchable nanostructured ionogels for 3D printing capacitive sensors with superior performance,2024,Nature Communications,10.1038/s41467-024-50797-w,https://doi.org/10.1038/s41467-024-50797-w,
openalex_only,OpenAlex,doi:10.1038/s41467-024-50923-8,1,1,0,Holographic direct sound printing,2024,Nature Communications,10.1038/s41467-024-50923-8,https://doi.org/10.1038/s41467-024-50923-8,
openalex_only,OpenAlex,doi:10.1038/s41467-024-46233-8,1,0,1,Lunar rock investigation and tri-aspect characterization of lunar farside regolith by a digital twin,2024,Nature Communications,10.1038/s41467-024-46233-8,https://doi.org/10.1038/s41467-024-46233-8,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41467-024-49775-z,1,1,0,Machine learning-enabled forward prediction and inverse design of 4D-printed active plates,2024,Nature Communications,10.1038/s41467-024-49775-z,https://doi.org/10.1038/s41467-024-49775-z,
openalex_only,OpenAlex,doi:10.1038/s41467-024-54939-y,1,1,0,Metamaterial-based injection molding for the cost-effective production of whole cuts,2024,Nature Communications,10.1038/s41467-024-54939-y,https://doi.org/10.1038/s41467-024-54939-y,
openalex_only,OpenAlex,doi:10.1038/s41467-024-52261-1,1,1,0,Multicomponent alloys designed to sinter,2024,Nature Communications,10.1038/s41467-024-52261-1,https://doi.org/10.1038/s41467-024-52261-1,
openalex_only,OpenAlex,doi:10.1038/s41467-024-46929-x,1,1,0,One-photon three-dimensional printed fused silica glass with sub-micron features,2024,Nature Communications,10.1038/s41467-024-46929-x,https://doi.org/10.1038/s41467-024-46929-x,
openalex_only,OpenAlex,doi:10.1038/s41467-024-46498-z,1,1,0,"Programming mechanics in knitted materials, stitch by stitch",2024,Nature Communications,10.1038/s41467-024-46498-z,https://doi.org/10.1038/s41467-024-46498-z,
openalex_only,OpenAlex,doi:10.1038/s41467-024-47452-9,1,1,0,Vapor-induced phase-separation-enabled versatile direct ink writing,2024,Nature Communications,10.1038/s41467-024-47452-9,https://doi.org/10.1038/s41467-024-47452-9,
openalex_only,OpenAlex,doi:10.1038/s41467-024-46337-1,1,1,0,Wood-inspired metamaterial catalyst for robust and high-throughput water purification,2024,Nature Communications,10.1038/s41467-024-46337-1,https://doi.org/10.1038/s41467-024-46337-1,
openalex_only,OpenAlex,doi:10.1038/s41467-025-66554-6,1,1,0,4D printed deformation labels with machine learning for monitoring and preservation of respiring climacteric fruits,2025,Nature Communications,10.1038/s41467-025-66554-6,https://doi.org/10.1038/s41467-025-66554-6,
openalex_only,OpenAlex,doi:10.1038/s41467-025-67323-1,1,1,0,4D printing of trigger-free shape-memory hydrogels towards self-adaptive substrates for bioelectronics,2025,Nature Communications,10.1038/s41467-025-67323-1,https://doi.org/10.1038/s41467-025-67323-1,
openalex_only,OpenAlex,doi:10.1038/s41467-025-65306-w,1,0,1,A digital twin framework for urban parking management and mobility forecasting,2025,Nature Communications,10.1038/s41467-025-65306-w,https://doi.org/10.1038/s41467-025-65306-w,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41467-025-56025-3,1,1,0,A framework for soft mechanism driven robots,2025,Nature Communications,10.1038/s41467-025-56025-3,https://doi.org/10.1038/s41467-025-56025-3,
openalex_only,OpenAlex,doi:10.1038/s41467-025-64075-w,1,1,0,A high-κ homogeneous ink for printable electroluminescent devices,2025,Nature Communications,10.1038/s41467-025-64075-w,https://doi.org/10.1038/s41467-025-64075-w,
openalex_only,OpenAlex,doi:10.1038/s41467-025-61533-3,1,1,0,Cascade upconversion: a strategy enabling four-photon lithography in weak light intensity,2025,Nature Communications,10.1038/s41467-025-61533-3,https://doi.org/10.1038/s41467-025-61533-3,
openalex_only,OpenAlex,doi:10.1038/s41467-025-64078-7,1,1,0,Digitally fabricated 3D slippery architectures for multifunctional liquid manipulation,2025,Nature Communications,10.1038/s41467-025-64078-7,https://doi.org/10.1038/s41467-025-64078-7,
openalex_only,OpenAlex,doi:10.1038/s41467-025-65434-3,1,1,0,Dynamically crosslinked-interpenetrating networks for sustainable 3D-printed elastomeric foams,2025,Nature Communications,10.1038/s41467-025-65434-3,https://doi.org/10.1038/s41467-025-65434-3,
openalex_only,OpenAlex,doi:10.1038/s41467-026-73456-8,1,1,0,Enhanced Volumetric Additive Manufacturing via Reversible Addition-Fragmentation Chain Transfer (RAFT) Polymerization,2025,Nature Communications,10.1038/s41467-026-73456-8,https://doi.org/10.1038/s41467-026-73456-8,
openalex_only,OpenAlex,doi:10.1038/s41467-025-66455-8,1,1,0,"Evaporation-driven generic, high-throughput and roll-to-roll printing of nanomaterials",2025,Nature Communications,10.1038/s41467-025-66455-8,https://doi.org/10.1038/s41467-025-66455-8,
openalex_only,OpenAlex,doi:10.1038/s41467-025-56636-w,1,1,0,Flexible electro-hydraulic power chips,2025,Nature Communications,10.1038/s41467-025-56636-w,https://doi.org/10.1038/s41467-025-56636-w,
openalex_only,OpenAlex,doi:10.1038/s41467-025-62883-8,1,1,0,Geometrically insensitive deform-and-go liquid crystal elastomer actuators through controlled radical diffusion,2025,Nature Communications,10.1038/s41467-025-62883-8,https://doi.org/10.1038/s41467-025-62883-8,
openalex_only,OpenAlex,doi:10.1038/s41467-025-65378-8,1,1,0,Halftone-encoded 4D printing of stimulus-reconfigurable binary domains for cephalopod-inspired synthetic smart skins,2025,Nature Communications,10.1038/s41467-025-65378-8,https://doi.org/10.1038/s41467-025-65378-8,
openalex_only,OpenAlex,doi:10.1038/s41467-025-65189-x,1,1,0,High-throughput printing of functionally gradient material from self-propagation,2025,Nature Communications,10.1038/s41467-025-65189-x,https://doi.org/10.1038/s41467-025-65189-x,
openalex_only,OpenAlex,doi:10.1038/s41467-025-64596-4,1,1,0,Ligand-exchange-assisted printing of colloidal nanocrystals to enable all-printed sub-micron optoelectronics,2025,Nature Communications,10.1038/s41467-025-64596-4,https://doi.org/10.1038/s41467-025-64596-4,
openalex_only,OpenAlex,doi:10.1038/s41467-024-55323-6,1,1,0,Multimaterial cryogenic printing of three-dimensional soft hydrogel machines,2025,Nature Communications,10.1038/s41467-024-55323-6,https://doi.org/10.1038/s41467-024-55323-6,
openalex_only,OpenAlex,doi:10.1038/s41467-025-64232-1,1,0,1,Noise-aware training of neuromorphic dynamic device networks,2025,Nature Communications,10.1038/s41467-025-64232-1,https://doi.org/10.1038/s41467-025-64232-1,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41467-025-64011-y,1,1,0,Programmable material via thiol-ene polymerization initiated by electric-field induced thiyl radical on piezoelectric ZnO,2025,Nature Communications,10.1038/s41467-025-64011-y,https://doi.org/10.1038/s41467-025-64011-y,
openalex_only,OpenAlex,doi:10.1038/s41467-025-64127-1,1,0,1,Reac-Discovery: an artificial intelligence–driven platform for continuous-flow catalytic reactor discovery and optimization,2025,Nature Communications,10.1038/s41467-025-64127-1,https://doi.org/10.1038/s41467-025-64127-1,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41467-025-64092-9,1,1,0,Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,2025,Nature Communications,10.1038/s41467-025-64092-9,https://doi.org/10.1038/s41467-025-64092-9,
openalex_only,OpenAlex,doi:10.1038/s41467-024-55022-2,1,1,0,Soft Metalens for Broadband Ultrasonic Focusing through Aberration Layers,2025,Nature Communications,10.1038/s41467-024-55022-2,https://doi.org/10.1038/s41467-024-55022-2,
openalex_only,OpenAlex,doi:10.1038/s41467-025-63871-8,1,0,1,Spectral tuning and nanoscale localization of single color centers in silicon via controllable strain,2025,Nature Communications,10.1038/s41467-025-63871-8,https://doi.org/10.1038/s41467-025-63871-8,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41467-025-65279-w,1,1,0,Synthetic fascia for stiff and tough 4D printed multifunctional structures that detect and tolerate damage,2025,Nature Communications,10.1038/s41467-025-65279-w,https://doi.org/10.1038/s41467-025-65279-w,
openalex_only,OpenAlex,doi:10.1038/s41467-025-56140-1,1,1,0,Time Code for multifunctional 3D printhead controls,2025,Nature Communications,10.1038/s41467-025-56140-1,https://doi.org/10.1038/s41467-025-56140-1,
openalex_only,OpenAlex,doi:10.1038/s41467-024-53513-w,1,1,0,Ultra-light antennas via charge programmed deposition additive manufacturing,2025,Nature Communications,10.1038/s41467-024-53513-w,https://doi.org/10.1038/s41467-024-53513-w,
openalex_only,OpenAlex,doi:10.1038/s41467-025-60087-8,1,1,0,Vat photopolymerization of stretchable foam with highly entangled and crosslinked structures,2025,Nature Communications,10.1038/s41467-025-60087-8,https://doi.org/10.1038/s41467-025-60087-8,
openalex_only,OpenAlex,doi:10.1038/s41467-025-59502-x,1,1,0,Visualization of photocuring and 4D printing with real-time phosphorescence,2025,Nature Communications,10.1038/s41467-025-59502-x,https://doi.org/10.1038/s41467-025-59502-x,
openalex_only,OpenAlex,doi:10.1038/s41467-026-68923-1,1,0,1,Advancing neuroengineering with Neuromorphic Twins,2026,Nature Communications,10.1038/s41467-026-68923-1,https://doi.org/10.1038/s41467-026-68923-1,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41467-026-68694-9,1,1,0,Chainmail-inspired conformable and switchable microwave metamaterial absorber,2026,Nature Communications,10.1038/s41467-026-68694-9,https://doi.org/10.1038/s41467-026-68694-9,
openalex_only,OpenAlex,doi:10.1038/s41467-026-73035-x,1,1,0,Diffusion-guided 4D microprinting of soft microactuators,2026,Nature Communications,10.1038/s41467-026-73035-x,https://doi.org/10.1038/s41467-026-73035-x,
openalex_only,OpenAlex,doi:10.1038/s41467-026-70675-x,1,1,0,Experimental mechanician for plate lattice metamaterial discovery,2026,Nature Communications,10.1038/s41467-026-70675-x,https://doi.org/10.1038/s41467-026-70675-x,
openalex_only,OpenAlex,doi:10.1038/s41467-026-71920-z,1,1,0,High-strength liquid metal composite–hydrogel interfaces enable robust stretchable electronics,2026,Nature Communications,10.1038/s41467-026-71920-z,https://doi.org/10.1038/s41467-026-71920-z,
openalex_only,OpenAlex,doi:10.1038/s41467-026-69378-0,1,1,0,Laser-stimulated 4D printing of magnetostrictive Fe-Co-V,2026,Nature Communications,10.1038/s41467-026-69378-0,https://doi.org/10.1038/s41467-026-69378-0,
openalex_only,OpenAlex,doi:10.1038/s41467-026-73735-4,1,1,0,Machine learning guided formulation design of digital light processing printable elastomers beyond viscosity stretchability tradeoff,2026,Nature Communications,10.1038/s41467-026-73735-4,https://doi.org/10.1038/s41467-026-73735-4,
openalex_only,OpenAlex,doi:10.1038/s41467-026-73204-y,1,1,0,Single-parameter programmed thermomechanical actuation via 3D-printed helical director fields in liquid crystal elastomers,2026,Nature Communications,10.1038/s41467-026-73204-y,https://doi.org/10.1038/s41467-026-73204-y,
openalex_only,OpenAlex,doi:10.1038/s41563-024-01810-6,1,1,0,Artificial-goosebump-driven microactuation,2024,Nature Materials,10.1038/s41563-024-01810-6,https://doi.org/10.1038/s41563-024-01810-6,
openalex_only,OpenAlex,doi:10.1038/s41563-024-02031-7,1,1,0,Direct laser 3D nanowriting of metals and their alloys,2024,Nature Materials,10.1038/s41563-024-02031-7,https://doi.org/10.1038/s41563-024-02031-7,
openalex_only,OpenAlex,doi:10.1038/s41563-025-02146-5,1,1,0,Stiff and self-healing hydrogels by polymer entanglements in co-planar nanoconfinement,2025,Nature Materials,10.1038/s41563-025-02146-5,https://doi.org/10.1038/s41563-025-02146-5,
openalex_only,OpenAlex,doi:10.1038/s41563-025-02223-9,1,1,0,Warm metalworking for plastic manufacturing in brittle semiconductors,2025,Nature Materials,10.1038/s41563-025-02223-9,https://doi.org/10.1038/s41563-025-02223-9,
openalex_only,OpenAlex,doi:10.1038/s41563-025-02459-5,1,1,0,Mechanical behaviour of additively manufactured metals,2026,Nature Materials,10.1038/s41563-025-02459-5,https://doi.org/10.1038/s41563-025-02459-5,
openalex_only,OpenAlex,doi:10.1038/s41563-026-02578-7,1,1,0,The data-only illusion in materials discovery,2026,Nature Materials,10.1038/s41563-026-02578-7,https://doi.org/10.1038/s41563-026-02578-7,
openalex_only,OpenAlex,doi:10.1038/s41596-025-01258-1,1,1,0,Sonicated inks and focused-ultrasound writing enable deep-penetration acoustic volumetric printing,2025,Nature Protocols,10.1038/s41596-025-01258-1,https://doi.org/10.1038/s41596-025-01258-1,
openalex_only,OpenAlex,doi:10.1016/j.nxmate.2026.102524,1,1,0,"Comparative review of additive manufacturing techniques for shape memory alloys: Process optimization, property-functionality relationships, and future 4D printing opportunities",2026,Next Materials,10.1016/j.nxmate.2026.102524,https://doi.org/10.1016/j.nxmate.2026.102524,
openalex_only,OpenAlex,doi:10.1080/10589759.2026.2679734,1,0,1,Hybrid AI-Physics framework for predicting failure zones in 3D-Printed protective gear for contact sports,2026,Nondestructive Testing And Evaluation,10.1080/10589759.2026.2679734,https://doi.org/10.1080/10589759.2026.2679734,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s44334-025-00045-w,1,1,0,Advances and perspectives in multi-material additive manufacturing of heterogenous metal-polymer components,2025,npj Advanced Manufacturing,10.1038/s44334-025-00045-w,https://doi.org/10.1038/s44334-025-00045-w,
openalex_only,OpenAlex,doi:10.1038/s44334-026-00073-0,1,1,0,Multi-material direct ink writing and co-sintering of gadolinium oxide – zirconium oxide components,2026,npj Advanced Manufacturing,10.1038/s44334-026-00073-0,https://doi.org/10.1038/s44334-026-00073-0,
openalex_only,OpenAlex,doi:10.1038/s44334-026-00075-y,1,1,0,Printing orientation and interfacial mechanical design enable superior bonding in multimaterial additive manufacturing,2026,npj Advanced Manufacturing,10.1038/s44334-026-00075-y,https://doi.org/10.1038/s44334-026-00075-y,
openalex_only,OpenAlex,doi:10.1038/s44334-026-00074-z,1,1,0,"Recent advances in ultra-precision manufacturing of electronic, photonic and quantum devices",2026,npj Advanced Manufacturing,10.1038/s44334-026-00074-z,https://doi.org/10.1038/s44334-026-00074-z,
openalex_only,OpenAlex,doi:10.1038/s44387-026-00088-0,1,1,0,Enabling geometry and toolpath generalization for machine learning based thermal modeling in laser powder bed fusion,2026,npj Artificial Intelligence,10.1038/s44387-026-00088-0,https://doi.org/10.1038/s44387-026-00088-0,
openalex_only,OpenAlex,doi:10.1038/s44385-026-00073-x,1,1,0,3D biofabricated in vitro models as new approach methodologies for animal alternatives,2026,npj Biomedical Innovations.,10.1038/s44385-026-00073-x,https://doi.org/10.1038/s44385-026-00073-x,
openalex_only,OpenAlex,doi:10.1038/s44385-026-00076-8,1,0,1,The optimization of neuroprosthetic interfaces relying on biophysical and surrogate digital twins,2026,npj Biomedical Innovations.,10.1038/s44385-026-00076-8,https://doi.org/10.1038/s44385-026-00076-8,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41524-026-02168-w,1,0,1,Escaping the hydrolysis trap: a react agent for inverse design of durable photocatalytic covalent organic frameworks,2026,npj Computational Materials,10.1038/s41524-026-02168-w,https://doi.org/10.1038/s41524-026-02168-w,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41524-026-02054-5,1,0,1,Microstructure-based variational deep material networks for robust uncertainty quantification in materials digital twins,2026,npj Computational Materials,10.1038/s41524-026-02054-5,https://doi.org/10.1038/s41524-026-02054-5,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41524-026-02154-2,1,0,1,PhaseTransfer: A transfer learning framework for efficient phase diagram mapping,2026,npj Computational Materials,10.1038/s41524-026-02154-2,https://doi.org/10.1038/s41524-026-02154-2,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s44484-025-00001-3,1,0,1,"Reimagining surgery in a world powered by intelligence, connectivity, and code",2026,npj Digital Surgery,10.1038/s44484-025-00001-3,https://doi.org/10.1038/s44484-025-00001-3,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s41528-026-00529-5,1,1,0,3D micropatterning of PEDOT:PSS/Gelatin conductive hydrogels via two-photon lithography for soft bioelectronics,2026,npj Flexible Electronics,10.1038/s41528-026-00529-5,https://doi.org/10.1038/s41528-026-00529-5,
openalex_only,OpenAlex,doi:10.1038/s40494-026-02649-7,1,0,1,Digital regeneration of historical buildings using UAV photogrammetry and 3D Gaussian splatting for metaverse environments,2026,npj Heritage Science,10.1038/s40494-026-02649-7,https://doi.org/10.1038/s40494-026-02649-7,low_relevance:1
openalex_only,OpenAlex,doi:10.1038/s44455-025-00010-9,1,1,0,Functional nano-architected mechanical metamaterials and devices,2026,npj Metamaterials,10.1038/s44455-025-00010-9,https://doi.org/10.1038/s44455-025-00010-9,
openalex_only,OpenAlex,doi:10.1038/s44455-026-00030-z,1,0,1,Statistical average strain energy density fatigue estimation of strut-based metamaterials via synthetic as-built CAD digital twins,2026,npj Metamaterials,10.1038/s44455-026-00030-z,https://doi.org/10.1038/s44455-026-00030-z,duplicate_title:1
openalex_only,OpenAlex,doi:10.1038/s44431-025-00006-5,1,1,0,Non-planar additive manufacturing with hydrogels: a review of flow control and toolpath strategies,2025,npj Soft Matter,10.1038/s44431-025-00006-5,https://doi.org/10.1038/s44431-025-00006-5,
openalex_only,OpenAlex,doi:10.11594/nstp.2026.5498,1,1,0,Advances and Challenges in Personalized Socket Design: A Review of Pho-togrammetry and Additive Manufacturing Techniques for Lower-Limb Prosthetics,2026,Nusantara Science and Technology Proceedings,10.11594/nstp.2026.5498,https://doi.org/10.11594/nstp.2026.5498,
openalex_only,OpenAlex,doi:10.1016/j.oceram.2024.100655,1,1,0,Linear volumetric additive manufacturing of zirconia from a transparent photopolymerizable ceramic slurry via Xolography,2024,Open Ceramics,10.1016/j.oceram.2024.100655,https://doi.org/10.1016/j.oceram.2024.100655,
openalex_only,OpenAlex,doi:10.32620/oikit.2026.107.07,1,0,1,Evolution of approaches to intelligent microclimate control in industrial environments: A review of models for cyber-physical systems,2026,Open Information and Computer Integrated Technologies,10.32620/oikit.2026.107.07,https://doi.org/10.32620/oikit.2026.107.07,low_relevance:1
openalex_only,OpenAlex,doi:10.26153/tsw/63507,1,1,0,Characterisation of Geometric Fidelity as a Function of Attenuation in Tomographic Volumetric Additive Manufacturing,2025,Open MIND,10.26153/tsw/63507,https://doi.org/10.26153/tsw/63507,
openalex_only,OpenAlex,doi:10.26153/tsw/63586,1,1,0,Development of a Novel ShL AM Process for Deployable and Metamaterial Devices,2025,Open MIND,10.26153/tsw/63586,https://doi.org/10.26153/tsw/63586,
openalex_only,OpenAlex,doi:10.5281/zenodo.18270595,1,1,0,Digital Twin for Fused Filament Fabrication (FFF),2025,Open MIND,10.5281/zenodo.18270595,https://doi.org/10.5281/zenodo.18270595,
openalex_only,OpenAlex,doi:10.7302/28310,1,1,0,From Static Models to Dynamic Twins: Integrating Probabilistic Carbon Footprint Assessment and Additive Manufacturing Verification,2025,Open MIND,10.7302/28310,https://doi.org/10.7302/28310,
openalex_only,OpenAlex,doi:10.26153/tsw/63595,1,1,0,Oxygen Saturation as a Strategy to Mitigate User-Induced Variation in Tomographic Volumetric Additive Manufacturing,2025,Open MIND,10.26153/tsw/63595,https://doi.org/10.26153/tsw/63595,
openalex_only,OpenAlex,doi:10.26153/tsw/63511,1,1,0,Topology and Toolpath Optimization-Inspired Toolpath Planning for Continuous Fiber Material Extrusion,2025,Open MIND,10.26153/tsw/63511,https://doi.org/10.26153/tsw/63511,
openalex_only,OpenAlex,doi:10.48550/arxiv.2602.17421,1,1,0,3D-printed Soft Optical sensor with a Lens (SOLen) for light guidance in mechanosensing,2026,Open MIND,10.48550/arxiv.2602.17421,https://doi.org/10.48550/arxiv.2602.17421,
