record_index,layer,classification,sources,title,year,venue,doi,url,archive_reason,relevance_score
2138,archive,openalex_only,OpenAlex,High-Strength andFast-Response Liquid Crystal ElastomerFiber and Fabric Actuators,2025,Figshare,10.1021/acsami.5c09353.s009,https://doi.org/10.1021/acsami.5c09353.s009,duplicate_title,5
2139,archive,openalex_only,OpenAlex,High-Strength andFast-Response Liquid Crystal ElastomerFiber and Fabric Actuators,2025,Figshare,10.1021/acsami.5c09353.s008,https://doi.org/10.1021/acsami.5c09353.s008,duplicate_title,5
2140,archive,crossref_only,Crossref,Exploring the Impact of Volumetric Additive Manufacturing of Photo-crosslinkable Gelatin on Mesenchymal Stromal Cell Behavior and Differentiation,2025,Venue unknown,10.1101/2025.02.17.638591,https://doi.org/10.1101/2025.02.17.638591,duplicate_title,5
2141,archive,crossref_only,Crossref,Experimental Validation of the Ensemble Kalman Filter as a Laser Powder Bed Fusion Digital Twin,2025,Venue unknown,10.2139/ssrn.5405399,https://doi.org/10.2139/ssrn.5405399,duplicate_title,5
2142,archive,crossref_only,Crossref,Enhanced Volumetric Additive Manufacturing via Reversible Addition-Fragmentation Chain Transfer (RAFT) Polymerization,2025,Venue unknown,10.26434/chemrxiv-2025-q9lgn,https://doi.org/10.26434/chemrxiv-2025-q9lgn,duplicate_title,5
2143,archive,openalex_only,OpenAlex,Automatic exposure volumetric additive manufacturing,2025,ArXiv.org,10.48550/arxiv.2501.09332,https://doi.org/10.48550/arxiv.2501.09332,duplicate_title,5
2144,archive,crossref_only,Crossref,Wire-Based Additive Manufacturing of Multi-Material Structures: A Review,2025,Journal of Composites Science,10.3390/jcs9100534,https://doi.org/10.3390/jcs9100534,low_relevance,1
2145,archive,openalex_only,OpenAlex,Wet-Spun Disulphide LCE Fibres for Continuous Production of Fibrous Artificial Muscles,2025,Polymers,10.3390/polym17202789,https://doi.org/10.3390/polym17202789,low_relevance,1
2146,archive,crossref_only,Crossref,Weldability Evaluation for Alloy Design and Wire Arc Additive Manufacturing of Functionally Graded Materials for Harsh Service Environments,2025,Venue unknown,10.21203/rs.3.rs-7973952/v1,https://doi.org/10.21203/rs.3.rs-7973952/v1,low_relevance,1
2147,archive,crossref_only,Crossref,Water-Responsive hydroplastic 4D printing with programmable shape morphing and locking,2025,Materials &amp; Design,10.1016/j.matdes.2025.114688,https://doi.org/10.1016/j.matdes.2025.114688,low_relevance,1
2148,archive,crossref_only,Crossref,"Vision-based sensing and digital twin technologies in conformal 3D concrete printing: exploring operational accuracy, adaptability, and scalability, and investigating monitoring capabilities in large-scale applications",2025,Construction Robotics,10.1007/s41693-024-00145-7,https://doi.org/10.1007/s41693-024-00145-7,low_relevance,1
2149,archive,crossref_only,Crossref,Vision-assisted 4D printing of a silicone gripper with integrated sensors and high energy density actuators,2025,4D Printing,10.1108/4dp-06-2025-0013,https://doi.org/10.1108/4dp-06-2025-0013,low_relevance,1
2150,archive,crossref_only,Crossref,Vision-Guided Robotic Automation for Materials Informatics: Enabling Autonomous Additive Manufacturing in Self-Driving Laboratories,2025,"2025 XXX International Conference on Information, Communication and Automation Technologies (ICAT)",10.1109/icat66432.2025.11189288,https://doi.org/10.1109/icat66432.2025.11189288,low_relevance,1
2151,archive,crossref_only,Crossref,Video Diffusion based Digital Twin for Large Format Additive Manufacturing,2025,2025 IEEE 21st International Conference on Automation Science and Engineering (CASE),10.1109/case58245.2025.11163898,https://doi.org/10.1109/case58245.2025.11163898,low_relevance,1
2152,archive,openalex_only,OpenAlex,Using Multi-Material Additive Manufacturing and Targeting Active Applications in the Design and Development of Hydrophobic Surfaces,2025,TSpace,,https://openalex.org/W7133006196,low_relevance,1
2153,archive,crossref_only,Crossref,Unlocking the flexibility of multi-material 3D extrusion printing for soft iontronics,2025,Venue unknown,10.26434/chemrxiv-2024-6vjkz-v2,https://doi.org/10.26434/chemrxiv-2024-6vjkz-v2,low_relevance,1
2154,archive,both_openalex_crossref,Crossref; OpenAlex,Two-photon polymerization based 4D printing of poly(N-isopropylacrylamide) hydrogel microarchitectures for reversible shape morphing,2025,Scientific Reports,10.1038/s41598-025-06269-2,https://doi.org/10.1038/s41598-025-06269-2,low_relevance,1
2155,archive,openalex_only,OpenAlex,Two for one: Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,2025,ChemRxiv,10.26434/chemrxiv-2025-kc7l8,https://doi.org/10.26434/chemrxiv-2025-kc7l8,low_relevance,1
2156,archive,crossref_only,Crossref,"Transforming Indian Steel Manufacturing: MCDM-Based Evaluation of Cyber-Physical Systems for Cost Efficiency, Resilience and Sustainability",2025,Volume 3: Advances in Thermal Technologies; Advances in Semiconductor Manufacturing; Clean Energy Technologies &amp; Systems; Cyber Physical Systems + AI / ML,10.1115/imece-india2025-161210,https://doi.org/10.1115/imece-india2025-161210,low_relevance,1
2157,archive,crossref_only,Crossref,Towards a Cyber-Physical Production System With Digital Workpiece Twin for Automated Turbine Blade Repair,2025,"Volume 8: Structures and Dynamics — Bearing &amp; Seal Dynamics; Emerging Methods in Engineering Design, Analysis and Additive Manufacturing; Fatigue, Fracture &amp; Life Prediction; Probabilistic Methods; Rotordynamics",10.1115/gt2025-154132,https://doi.org/10.1115/gt2025-154132,low_relevance,1
2158,archive,crossref_only,Crossref,Towards Digital Twin in Additive Manufacturing: A Multi-fidelity Approach for Enhancing LPBF Process Modeling with In-situ Data,2025,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-99501-9_8,https://doi.org/10.1007/978-3-031-99501-9_8,low_relevance,1
2159,archive,crossref_only,Crossref,Towards Digital Twin for Human Skeleton in Smart Manufacturing with Predictive Modelling,2025,Human-Centric Smart Manufacturing Towards Industry 5.0,10.1007/978-3-031-82170-7_7,https://doi.org/10.1007/978-3-031-82170-7_7,low_relevance,1
2160,archive,crossref_only,Crossref,Toward a Digital Design Framework for the Thermal Tunability of 3D Printed Envelopes,2025,3D Printing and Additive Manufacturing,10.1089/3dp.2023.0356,https://doi.org/10.1089/3dp.2023.0356,low_relevance,1
2161,archive,crossref_only,Crossref,Toward Smart Healthcare in the Digital Twin Ecosystem,2025,Driving Innovation through AI and Digital Twin for 6G Powered Sustainable Ultra Smart Cities,10.1002/9781394411320.ch10,https://doi.org/10.1002/9781394411320.ch10,low_relevance,1
2162,archive,crossref_only,Crossref,Toward Smart Healthcare in Digital Twin for 6G‐Powered Sustainable Ultra‐Smart Cities,2025,Driving Innovation through AI and Digital Twin for 6G Powered Sustainable Ultra Smart Cities,10.1002/9781394411320.ch8,https://doi.org/10.1002/9781394411320.ch8,low_relevance,1
2163,archive,crossref_only,Crossref,Toward Smart Healthcare in Digital Twin Featuring AI for Innovation in Smart Cities and Sustainability,2025,Driving Innovation through AI and Digital Twin for 6G Powered Sustainable Ultra Smart Cities,10.1002/9781394411320.ch7,https://doi.org/10.1002/9781394411320.ch7,low_relevance,1
2164,archive,crossref_only,Crossref,"Tough, Ductile, and Strong Hard-Soft Cementitious Composite Enabled by Multi-Material Additive Manufacturing",2025,Venue unknown,10.2139/ssrn.5963517,https://doi.org/10.2139/ssrn.5963517,low_relevance,1
2165,archive,crossref_only,Crossref,Topology optimization of 3D-printed material architectures: Testing toolpath consideration in design,2025,Materials &amp; Design,10.1016/j.matdes.2025.114700,https://doi.org/10.1016/j.matdes.2025.114700,low_relevance,1
2166,archive,crossref_only,Crossref,Topology Optimization of Direct Ink Writing 3d Printed Material Architectures: Testing the Importance of Toolpath Consideration in Design,2025,Venue unknown,10.2139/ssrn.5228197,https://doi.org/10.2139/ssrn.5228197,low_relevance,1
2167,archive,crossref_only,Crossref,Time-Optimal Trajectory Planning for Task-Space Path Tracking With Velocity Uniformity in Digital Light Processing Multi-Material Printing,2025,Journal of Computing and Information Science in Engineering,10.1115/1.4069213,https://doi.org/10.1115/1.4069213,low_relevance,1
2168,archive,openalex_only,OpenAlex,Three-Dimensionally Printed Scaffolds and Drug Delivery Systems in Treatment of Osteoporosis,2025,Biomimetics,10.3390/biomimetics10070429,https://doi.org/10.3390/biomimetics10070429,low_relevance,1
2169,archive,crossref_only,Crossref,Three-Dimensional Multi-material Parts,2025,Springer Tracts in Additive Manufacturing,10.1007/978-3-031-78350-0_6,https://doi.org/10.1007/978-3-031-78350-0_6,low_relevance,1
2170,archive,crossref_only,Crossref,Thermal responses of 3D-printed liquid crystal elastomer microcubes,2025,Liquid Crystals,10.1080/02678292.2025.2499853,https://doi.org/10.1080/02678292.2025.2499853,low_relevance,1
2171,archive,crossref_only,Crossref,The development of a digital twin concept system,2025,Digital Twin,10.12688/digitaltwin.17599.3,https://doi.org/10.12688/digitaltwin.17599.3,low_relevance,1
2172,archive,both_openalex_crossref,Crossref; OpenAlex,The Rise of Smart Materials,2025,4D Printing Technology,10.1002/9781394213795.ch3,https://doi.org/10.1002/9781394213795.ch3,low_relevance,1
2173,archive,crossref_only,Crossref,The Fourth Dimension Transforming Manufacturing With 4D Printing,2025,"Materials, Techniques, and Ecological Impact of Sustainable Prototyping",10.4018/979-8-3373-5473-6.ch006,https://doi.org/10.4018/979-8-3373-5473-6.ch006,low_relevance,1
2174,archive,both_openalex_crossref,Crossref; OpenAlex,Systematic review of multiscale thermal prediction models for FDM/FFF additive manufacturing: Toward digital twin integration with physics-informed machine learning,2025,Results in Engineering,10.1016/j.rineng.2025.108087,https://doi.org/10.1016/j.rineng.2025.108087,low_relevance,1
2175,archive,crossref_only,Crossref,Systematic Design of Metallic Functionally Graded Materials &amp; Structures,2025,Venue unknown,10.31224/4363,https://doi.org/10.31224/4363,low_relevance,1
2176,archive,both_openalex_crossref,Crossref; OpenAlex,Sweat gland-inspired skin soft actuators of the liquid crystal elastomer enabled by 3D printing,2025,Chemical Engineering Journal,10.1016/j.cej.2025.160261,https://doi.org/10.1016/j.cej.2025.160261,low_relevance,1
2177,archive,openalex_only,OpenAlex,Sustainable prospects of lignocellulosic wood and natural fiber-based materials in 3D and 4D printing,2025,Advanced Composites and Hybrid Materials,10.1007/s42114-025-01273-6,https://doi.org/10.1007/s42114-025-01273-6,low_relevance,1
2178,archive,openalex_only,OpenAlex,Sustainable 4D Printable Biobased Shape Memory Polymers with Linear Tunability and Multistimuli Actuation for Advanced Applications,2025,Small Science,10.1002/smsc.202500104,https://doi.org/10.1002/smsc.202500104,low_relevance,1
2179,archive,crossref_only,Crossref,Study on the microstructure and properties of TC4-Cu functionally graded alloy fabricated by laser wire-powder synchronous additive manufacturing,2025,Optics &amp; Laser Technology,10.1016/j.optlastec.2025.113781,https://doi.org/10.1016/j.optlastec.2025.113781,low_relevance,1
2180,archive,crossref_only,Crossref,Strengthening mechanical performance with machine learning-assisted toolpath planning for additive manufacturing of continuous fiber reinforced polymer composites,2025,Journal of Manufacturing Processes,10.1016/j.jmapro.2025.03.061,https://doi.org/10.1016/j.jmapro.2025.03.061,low_relevance,1
2181,archive,both_openalex_crossref,Crossref; OpenAlex,Stimulus-responsive gradient hydrogel micro-actuators fabricated by two-photon polymerization-based 4D printing,2025,Nanotechnology Reviews,10.1515/ntrev-2025-0145,https://doi.org/10.1515/ntrev-2025-0145,low_relevance,1
2182,archive,crossref_only,Crossref,Stimulus-Responsive Biocompatible Nanocomposites in Medicine and 4D Printing,2025,Advanced Structured Materials,10.1007/978-981-96-7450-3_6,https://doi.org/10.1007/978-981-96-7450-3_6,low_relevance,1
2183,archive,crossref_only,Crossref,Stimuli in 4D Printing of Foods,2025,4D Printing of Foods,10.1002/9781394305285.ch7,https://doi.org/10.1002/9781394305285.ch7,low_relevance,1
2184,archive,crossref_only,Crossref,State of the art and future directions of digital twin-enabled smart assembly automation in discrete manufacturing industries,2025,International Journal of Computer Integrated Manufacturing,10.1080/0951192x.2024.2387775,https://doi.org/10.1080/0951192x.2024.2387775,low_relevance,1
2185,archive,openalex_only,OpenAlex,Spectral tuning and nanoscale localization of single color centers in silicon via controllable strain,2025,Nature Communications,10.1038/s41467-025-63871-8,https://doi.org/10.1038/s41467-025-63871-8,low_relevance,1
2186,archive,crossref_only,Crossref,Spatial-temporal data analysis of digital twin,2025,Digital Twin,10.12688/digitaltwin.17446.1,https://doi.org/10.12688/digitaltwin.17446.1,low_relevance,1
2187,archive,crossref_only,Crossref,Sofas that self-assemble when you heat them up? How 4D printing could transform manufacturing,2025,Venue unknown,10.64628/ab.wsstv5fsf,https://doi.org/10.64628/ab.wsstv5fsf,low_relevance,1
2188,archive,crossref_only,Crossref,Smart materials for flexible devices: 3D and 4D printing with electromagnetic stimuli-responsive capabilities,2025,Advances in 3D and 4D Printing of Medical Robots and Devices,10.1016/b978-0-443-24861-0.00005-8,https://doi.org/10.1016/b978-0-443-24861-0.00005-8,low_relevance,1
2189,archive,openalex_only,OpenAlex,Smart manufacturing towards cyber-physical resilience in 3D printing process monitoring and anomaly detection,2025,Research Square,10.21203/rs.3.rs-7368558/v1,https://doi.org/10.21203/rs.3.rs-7368558/v1,low_relevance,1
2190,archive,crossref_only,Crossref,Smart cities with digital twin systems for disaster management,2025,Digital Twin and Blockchain for Sensor Networks in Smart Cities,10.1016/b978-0-443-30076-9.00026-1,https://doi.org/10.1016/b978-0-443-30076-9.00026-1,low_relevance,1
2191,archive,crossref_only,Crossref,Smart Materials in Motion: A Comprehensive Review of 4D Printing Technologies and Thermal-Induced Shape Memory Polymers,2025,Venue unknown,10.22541/au.174940808.86837002/v1,https://doi.org/10.22541/au.174940808.86837002/v1,low_relevance,1
2192,archive,crossref_only,Crossref,Smart Manufacturing Using Advanced Technologies for Human Robot Collaboration,2025,Volume 2: Advanced Manufacturing,10.1115/imece2025-166047,https://doi.org/10.1115/imece2025-166047,low_relevance,1
2193,archive,crossref_only,Crossref,Smart Manufacturing Innovation Through the Integration of Digital Twin and IoT Energy Management,2025,"International Journal of Control, Automation and Systems",10.1007/s12555-025-0046-1,https://doi.org/10.1007/s12555-025-0046-1,low_relevance,1
2194,archive,crossref_only,Crossref,Smart Agriculture and Digital Twins,2025,Blockchain and Digital Twin Applications in Smart Agriculture,10.1201/9781003507390-2,https://doi.org/10.1201/9781003507390-2,low_relevance,1
2195,archive,both_openalex_crossref,Crossref; OpenAlex,Single-process 3D-printed bimorph electrothermal soft actuators,2025,International Journal of Mechanical Sciences,10.1016/j.ijmecsci.2025.110299,https://doi.org/10.1016/j.ijmecsci.2025.110299,low_relevance,1
2196,archive,crossref_only,Crossref,Simultaneous optimization of topology and bi-material distribution of three-dimensional structures for addressing local heat accumulation in layer-upon-layer additive manufacturing process,2025,Computers &amp; Structures,10.1016/j.compstruc.2024.107632,https://doi.org/10.1016/j.compstruc.2024.107632,low_relevance,1
2197,archive,crossref_only,Crossref,Simulation-Coupled Dynamic Path Planning in Directed Energy Deposition Additive Manufacturing,2025,Venue unknown,10.2139/ssrn.5642040,https://doi.org/10.2139/ssrn.5642040,low_relevance,1
2198,archive,crossref_only,Crossref,Simulation and Optimization of an Intelligent Sorting System for Industrial Robots Based on Digital Twin and Reinforcement Learning,2025,2025 6th International Conference on Mechanical Automation and Intelligent Manufacturing (MAIM),10.1109/maim68393.2025.11470095,https://doi.org/10.1109/maim68393.2025.11470095,low_relevance,1
2199,archive,crossref_only,Crossref,Shear strength at the interface between polylactic-acid and thermoplastic polyurethane layers processed with multi-material additive manufacturing,2025,Manufacturing Letters,10.1016/j.mfglet.2025.06.201,https://doi.org/10.1016/j.mfglet.2025.06.201,low_relevance,1
2200,archive,crossref_only,Crossref,Sequential pool-based batch-mode active learning based on weighted uncertainty difference sampling for automated warping detection in additive manufacturing,2025,Journal of Manufacturing Processes,10.1016/j.jmapro.2025.09.016,https://doi.org/10.1016/j.jmapro.2025.09.016,low_relevance,1
2201,archive,crossref_only,Crossref,"Security of cyber-physical Additive Manufacturing supply chain: Survey, attack taxonomy and solutions",2025,Computers &amp; Security,10.1016/j.cose.2025.104557,https://doi.org/10.1016/j.cose.2025.104557,low_relevance,1
2202,archive,crossref_only,Crossref,Security Solutions for Smart Cities Using Digital Twin,2025,Driving Innovation through AI and Digital Twin for 6G Powered Sustainable Ultra Smart Cities,10.1002/9781394411320.ch4,https://doi.org/10.1002/9781394411320.ch4,low_relevance,1
2203,archive,crossref_only,Crossref,Security Compliance for Smart Manufacturing Using Knowledgegraph Based Digital Twin,2025,2025 IEEE International Conference on Big Data (BigData),10.1109/bigdata66926.2025.11402304,https://doi.org/10.1109/bigdata66926.2025.11402304,low_relevance,1
2204,archive,crossref_only,Crossref,Scheduling in Industry 4.0: A Digital Twin-based approach for scheduling and smart Material-Handling Considerations,2025,Manufacturing Letters,10.1016/j.mfglet.2025.06.018,https://doi.org/10.1016/j.mfglet.2025.06.018,low_relevance,1
2205,archive,crossref_only,Crossref,Scaling Up Path Planning Optimization for Uniform Thermal Fields in Deposition-Based Additive Manufacturing,2025,Venue unknown,10.2139/ssrn.5104705,https://doi.org/10.2139/ssrn.5104705,low_relevance,1
2206,archive,crossref_only,Crossref,"SYSTEMATIC LITERATURE REVIEW ON DIGITAL TWIN-ENABLED PROCESS OPTIMISATION IN LARGE-SCALE APPAREL MANUFACTURING: FRAMEWORKS, FACTORS, AND APPLICATIONS IN DEVELOPING ECONOMIES",2025,Proceedings of the 16th International Conference on Business and Information (ICBI) - 2025,10.64920/icbi25049,https://doi.org/10.64920/icbi25049,low_relevance,1
2207,archive,openalex_only,OpenAlex,"STEP-NC in additive manufacturing: a comprehensive review, architecture, and data model proposal",2025,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-025-15290-8,https://doi.org/10.1007/s00170-025-15290-8,low_relevance,1
2208,archive,both_openalex_crossref,Crossref; OpenAlex,Rotary 4D Printing of Programmable Metamaterials on Sustainable 4D Mandrel,2025,Advanced Materials Technologies,10.1002/admt.202501581,https://doi.org/10.1002/admt.202501581,low_relevance,1
2209,archive,crossref_only,Crossref,Roles of Digital Twin in Wireless Networks,2025,Digital Twinning for Discrete Manufacturing,10.1201/9781003610151-17,https://doi.org/10.1201/9781003610151-17,low_relevance,1
2210,archive,crossref_only,Crossref,Role of digital twin and blockchain for personal security,2025,Digital Twin and Blockchain for Sensor Networks in Smart Cities,10.1016/b978-0-443-30076-9.00023-6,https://doi.org/10.1016/b978-0-443-30076-9.00023-6,low_relevance,1
2211,archive,crossref_only,Crossref,Role of blockchain and digital twin technologies in modern smart grids,2025,Digital Twin and Blockchain for Sensor Networks in Smart Cities,10.1016/b978-0-443-30076-9.00010-8,https://doi.org/10.1016/b978-0-443-30076-9.00010-8,low_relevance,1
2212,archive,crossref_only,Crossref,Role of additive manufacturing in developing functionally graded materials for nuclear applications,2025,Frontiers in Nuclear Engineering,10.3389/fnuen.2025.1603437,https://doi.org/10.3389/fnuen.2025.1603437,low_relevance,1
2213,archive,crossref_only,Crossref,Robust-Fuzzy Optimization Model for Personalized Digital Advertising with a Digital Twin and Cognitive Intelligence Approach,2025,Journal of Future Digital Optimization,10.63630/jfdo.13.1,https://doi.org/10.63630/jfdo.13.1,low_relevance,1
2214,archive,crossref_only,Crossref,Robosense 3.0: CERA III Adaptive Robotic Clay Printing,2025,3D Printing and Additive Manufacturing,10.1177/23297662251388855,https://doi.org/10.1177/23297662251388855,low_relevance,1
2215,archive,crossref_only,Crossref,Review on multi-material 3D printing via FDM: insights into mechanical performance and printing parameters,2025,Archives of Materials Science and Engineering,10.5604/01.3001.0055.4326,https://doi.org/10.5604/01.3001.0055.4326,low_relevance,1
2216,archive,crossref_only,Crossref,Reversible 4D printing behavior of a single-layer elastomer strip additively manufactured from smart material filaments (SMFs) varying pH and thickness,2025,Materials Science and Engineering: B,10.1016/j.mseb.2025.118205,https://doi.org/10.1016/j.mseb.2025.118205,low_relevance,1
2217,archive,crossref_only,Crossref,Resilient Smart Manufacturing Systems Using Predictive Analytics and Digital Twin Technologies,2025,Journal of Sustainable Development and Policy,10.63125/m7zdfp94,https://doi.org/10.63125/m7zdfp94,low_relevance,1
2218,archive,crossref_only,Crossref,Residual stress control in large-format additive manufacturing of polylactic acid via a digital twin and in-operando imaging,2025,Materials &amp; Design,10.1016/j.matdes.2025.114870,https://doi.org/10.1016/j.matdes.2025.114870,low_relevance,1
2219,archive,crossref_only,Crossref,Research progress and prospect of additive manufacturing technology for the preparation of functionally graded materials,2025,International Journal of Frontiers in Engineering Technology,10.25236/ijfet.2025.070213,https://doi.org/10.25236/ijfet.2025.070213,low_relevance,1
2220,archive,crossref_only,Crossref,Research on the virtual simulation system of intelligent manufacturing production line teaching based on digital twin,2025,Proceedings of the 2025 International Conference on Artificial Intelligence and Smart Manufacturing,10.1145/3756423.3756455,https://doi.org/10.1145/3756423.3756455,low_relevance,1
2221,archive,crossref_only,Crossref,Research on the Construction of Papermaking process Model based on Digital Twin,2025,Computational Techniques for Smart Manufacturing in Industry 5.0,10.1201/9781003399322-14,https://doi.org/10.1201/9781003399322-14,low_relevance,1
2222,archive,crossref_only,Crossref,Research on the Bolt-Tightening Process Based on Digital Twin Technology,2025,Venue unknown,10.2139/ssrn.5098296,https://doi.org/10.2139/ssrn.5098296,low_relevance,1
2223,archive,crossref_only,Crossref,Research on the Application of Digital Twin Technology in Full-Process Visualization and Collaborative Optimization of Supply Chains,2025,Global vision research,10.69979/3041-0843.25.04.068,https://doi.org/10.69979/3041-0843.25.04.068,low_relevance,1
2224,archive,crossref_only,Crossref,Research on optimization method of coal mine safety investment driven by digital twin-enabled INFO-SVR,2025,Process Safety and Environmental Protection,10.1016/j.psep.2025.107345,https://doi.org/10.1016/j.psep.2025.107345,low_relevance,1
2225,archive,crossref_only,Crossref,Research on functionally graded bimetallic material of nickel-aluminum bronze/Hastelloy C-276 fabricated via cold metal transfer additive manufacturing,2025,Journal of Materials Research and Technology,10.1016/j.jmrt.2025.05.075,https://doi.org/10.1016/j.jmrt.2025.05.075,low_relevance,1
2226,archive,crossref_only,Crossref,Research on digital twin method of four-axis robotic arm,2025,Proceedings of the 2025 International Conference on Artificial Intelligence and Smart Manufacturing,10.1145/3756423.3756494,https://doi.org/10.1145/3756423.3756494,low_relevance,1
2227,archive,crossref_only,Crossref,Research on Digital Twin-based safety teaching model in digital manufacturing: a new pathway for integrated vocational education,2025,Creating Smart and Safe Manufacturing Environments,10.1049/pbme028e_ch7,https://doi.org/10.1049/pbme028e_ch7,low_relevance,1
2228,archive,crossref_only,Crossref,Research on Biomimetic Additive Manufacturing Technology Based on Digital Twin,2025,Journal of Applied Mathematics and Physics,10.4236/jamp.2025.1312245,https://doi.org/10.4236/jamp.2025.1312245,low_relevance,1
2229,archive,crossref_only,Crossref,Research and Development of Key Technologies for Digital Twin Intelligent Production Line System,2025,Proceedings of the 2025 International Conference on Artificial Intelligence and Smart Manufacturing,10.1145/3756423.3756495,https://doi.org/10.1145/3756423.3756495,low_relevance,1
2230,archive,crossref_only,Crossref,Research and Application Progress of Human Motion Digital Twin for Human-centric Smart Manufacturing,2025,Journal of Mechanical Engineering,10.3901/jme.2025.15.021,https://doi.org/10.3901/jme.2025.15.021,low_relevance,1
2231,archive,crossref_only,Crossref,"Research Review on Workshop Scheduling for Intelligent Manufacturing: Digital Twin Modeling, Optimization Algorithm, and System Architecture",2025,Machines,10.3390/machines13111021,https://doi.org/10.3390/machines13111021,low_relevance,1
2232,archive,openalex_only,OpenAlex,Research Progress of Shape Memory Polymers in Biomedical Applications,2025,Hans Journal of Biomedicine,10.12677/hjbm.2025.153057,https://doi.org/10.12677/hjbm.2025.153057,low_relevance,1
2233,archive,crossref_only,Crossref,Research Advancements in Digital Twin Technology for Smart Manufacturing,2025,The Eastasouth Journal of Information System and Computer Science,10.58812/esiscs.v2i03.548,https://doi.org/10.58812/esiscs.v2i03.548,low_relevance,1
2234,archive,crossref_only,Crossref,Reprogrammable 4D Tissue Engineering Hydrogel Scaffold via Reversible Ion Printing,2025,Venue unknown,10.1101/2025.02.11.637741,https://doi.org/10.1101/2025.02.11.637741,low_relevance,1
2235,archive,crossref_only,Crossref,Remaining Useful Life Prediction for Aircraft Structures Toward Digital Twin Ecosystem,2025,Intelligent Machinery Fault Diagnostics and Prognostics,10.1201/9781003480822-8,https://doi.org/10.1201/9781003480822-8,low_relevance,1
2236,archive,both_openalex_crossref,Crossref; OpenAlex,Reinforcement Learning for Multi-Objective Toolpath Optimization in Large-Scale Additive Manufacturing: A Novel RL-MOTO Framework Integrating Mechanical Precision with Civil Engineering Scale Requirements,2025,International Research Journal of Modernization in Engineering Technology &amp; Science,10.56726/irjmets86740,https://doi.org/10.56726/irjmets86740,low_relevance,1
2237,archive,crossref_only,Crossref,Reinforced Scan: A Reinforcement Learning Enabled Optimal Laser Scan Path Planning in Powder Bed Fusion Additive Manufacturing,2025,Venue unknown,10.21203/rs.3.rs-6650269/v1,https://doi.org/10.21203/rs.3.rs-6650269/v1,low_relevance,1
2238,archive,crossref_only,Crossref,Reconstruction of the Etemenanki temple tower in Babylon using digital twin and additive manufacturing,2025,Proceedings of the 30th International Conference on 3D Web Technology,10.1145/3746237.3746292,https://doi.org/10.1145/3746237.3746292,low_relevance,1
2239,archive,crossref_only,Crossref,Recent developments in the field of additive manufacturing of ceramic-based multi-material components open the door to highly functionalized components,2025,Progress in Additive Manufacturing,10.1007/s40964-025-01112-6,https://doi.org/10.1007/s40964-025-01112-6,low_relevance,1
2240,archive,crossref_only,Crossref,"Recent advances in polymer 4D printing: 3D printing techniques, smart material design, and healthcare applications",2025,Smart Materials in Medicine,10.1016/j.smaim.2025.09.001,https://doi.org/10.1016/j.smaim.2025.09.001,low_relevance,1
2241,archive,openalex_only,OpenAlex,"Recent advances in 3D and 4D printing in pharmaceutical technology: applications, challenges, and future perspectives",2025,Future Journal of Pharmaceutical Sciences,10.1186/s43094-025-00866-8,https://doi.org/10.1186/s43094-025-00866-8,low_relevance,1
2242,archive,crossref_only,Crossref,Real-time interface monitoring and active focusing for high-fidelity multi-material DLP 3D printing,2025,Journal of Materials Processing Technology,10.1016/j.jmatprotec.2025.118834,https://doi.org/10.1016/j.jmatprotec.2025.118834,low_relevance,1
2243,archive,crossref_only,Crossref,Real-time digital twin of vat-based 3D printing using in-situ ultrasonic monitoring,2025,Virtual and Physical Prototyping,10.1080/17452759.2025.2592734,https://doi.org/10.1080/17452759.2025.2592734,low_relevance,1
2244,archive,crossref_only,Crossref,Real-time decision-making for Digital Twin in additive manufacturing with Model Predictive Control using time-series deep neural networks,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.03.009,https://doi.org/10.1016/j.jmsy.2025.03.009,low_relevance,1
2245,archive,crossref_only,Crossref,Real-Time Health Supply Chain Optimization Using Digital Twin Technology,2025,Venue unknown,10.2139/ssrn.5208153,https://doi.org/10.2139/ssrn.5208153,low_relevance,1
2246,archive,openalex_only,OpenAlex,Reac-Discovery: an artificial intelligence–driven platform for continuous-flow catalytic reactor discovery and optimization,2025,Nature Communications,10.1038/s41467-025-64127-1,https://doi.org/10.1038/s41467-025-64127-1,low_relevance,1
2247,archive,crossref_only,Crossref,Rapid data acquisition and machine learning-assisted composition design of functionally graded alloys via wire arc additive manufacturing,2025,npj Advanced Manufacturing,10.1038/s44334-025-00028-x,https://doi.org/10.1038/s44334-025-00028-x,low_relevance,1
2248,archive,crossref_only,Crossref,Radiolaria Stool Series Design: Synergistic integration of computational design and additive manufacturing,2025,eCAADe proceedings,10.52842/conf.ecaade.2025.2.313,https://doi.org/10.52842/conf.ecaade.2025.2.313,low_relevance,1
2249,archive,crossref_only,Crossref,RMDTs: Process-oriented function-triggered robotic milling digital twin system for service-expansion,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.07.015,https://doi.org/10.1016/j.jmsy.2025.07.015,low_relevance,1
