id,title,authors,year,venue,doi,url,source,metadata_source,crossref_type,crossref_collection_route,crossref_target_venue,crossref_target_issn,issn,issn_l,publisher,publication_type,venue_trust,venue_trust_reason,corresponding_authors,corresponding_author_available,corresponding_author_source,openalex_checked,openalex_used_for,openalex_crosscheck_work_id,is_core_venue,core_status,venue_scope,core_source,categories,tags,relevance_score,summary_provider,openai_summary_applied,abstract_used_for_summary,raw_abstract_displayed,pdf_stored,first_added,last_updated
10.3390/pr12061062,Digital Twin Implementation in Additive Manufacturing: A Comprehensive Review,"[""Sabrine Ben Amor"", ""Nessrine Elloumi"", ""Ameni Eltaief"", ""Borhen Louhichi"", ""Nashmi H. Alrasheedi"", ""Abdennour Seibi""]",2024,Processes,10.3390/pr12061062,https://doi.org/10.3390/pr12061062,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2227-9717""]",,MDPI AG,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Borhen Louhichi"", ""openalex_author_id"": ""https://openalex.org/A5094119267"", ""orcid"": ""https://orcid.org/0009-0006-4707-4404"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Imam Mohammad ibn Saud Islamic University"", ""ror"": ""https://ror.org/05gxjyb39"", ""country_code"": ""SA"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Mechanical Engineering, College of Engineering, Imam Mohammad ibn Saud Islamic University (IMSIU), Riyadh 11432, Saudi Arabia""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4398201817,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Reviews and Surveys"", ""AI and Machine Learning for AM""]","[""Digital Twin"", ""Additive Manufacturing"", ""Industry 4.0"", ""Quality Control"", ""Optimization""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.1109/tla.2024.10620386,Digital Twin Implementation for an Additive Manufacturing Robotic Cell based on the ISO 23247 Standard,"[""Joao Vítor Arantes Cabral"", ""Alberto José Álvares"", ""Guilherme Caribé de Carvalho""]",2024,IEEE Latin America Transactions,10.1109/tla.2024.10620386,https://doi.org/10.1109/tla.2024.10620386,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""1548-0992""]",,Institute of Electrical and Electronics Engineers (IEEE),journal_article,trusted,journal article with named venue and no low-trust marker,[],False,,True,,https://openalex.org/W4401210382,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Computational Design"", ""Multi-material AM""]","[""Digital Twin"", ""Additive Manufacturing"", ""Robotic Cell"", ""ISO 23247"", ""Process Monitoring""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.1016/j.ifacol.2025.01.106,Digital Twin Design and Cross Process Model Transfer for Additive Manufacturing,"[""Frank Y. Lai"", ""Eric Shen"", ""James Fonda"", ""Al Salour"", ""Dawn Tilbury"", ""Kira Barton""]",2024,IFAC-PapersOnLine,10.1016/j.ifacol.2025.01.106,https://doi.org/10.1016/j.ifacol.2025.01.106,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2405-8963""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Frank Y. Lai"", ""openalex_author_id"": null, ""orcid"": null, ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Michigan"", ""ror"": ""https://ror.org/00jmfr291"", ""country_code"": ""US"", ""type"": ""education""}], ""raw_affiliation_strings"": [""University of Michigan, Ann Arbor, MI 48109 USA""]}, {""name"": ""Eric Shen"", ""openalex_author_id"": ""https://openalex.org/A5029552327"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Michigan"", ""ror"": ""https://ror.org/00jmfr291"", ""country_code"": ""US"", ""type"": ""education""}], ""raw_affiliation_strings"": [""University of Michigan, Ann Arbor, MI 48109 USA""]}, {""name"": ""James W. Fonda"", ""openalex_author_id"": ""https://openalex.org/A5054581816"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Boeing (Canada)"", ""ror"": ""https://ror.org/03bmxpp39"", ""country_code"": ""CA"", ""type"": ""company""}], ""raw_affiliation_strings"": [""Boeing Additive Manufacturing Intelligence Center""]}, {""name"": ""Al Salour"", ""openalex_author_id"": ""https://openalex.org/A5110120418"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Boeing (Canada)"", ""ror"": ""https://ror.org/03bmxpp39"", ""country_code"": ""CA"", ""type"": ""company""}], ""raw_affiliation_strings"": [""Boeing Additive Manufacturing Intelligence Center""]}, {""name"": ""Dawn M. Tilbury"", ""openalex_author_id"": ""https://openalex.org/A5025730901"", ""orcid"": ""https://orcid.org/0000-0002-2510-0556"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Michigan"", ""ror"": ""https://ror.org/00jmfr291"", ""country_code"": ""US"", ""type"": ""education""}], ""raw_affiliation_strings"": [""University of Michigan, Ann Arbor, MI 48109 USA""]}, {""name"": ""Kira Barton"", ""openalex_author_id"": ""https://openalex.org/A5084847741"", ""orcid"": ""https://orcid.org/0000-0003-1047-8078"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Michigan"", ""ror"": ""https://ror.org/00jmfr291"", ""country_code"": ""US"", ""type"": ""education""}], ""raw_affiliation_strings"": [""University of Michigan, Ann Arbor, MI 48109 USA""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4406764088,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Computational Design"", ""AI and Machine Learning for AM""]","[""Digital Twin"", ""Additive Manufacturing"", ""Transfer Learning""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.1007/s00170-024-14535-2,Development of a digital twin system for acquiring surface features of solid models in light-curing additive manufacturing,"[""Zhaoqi Zheng"", ""Yonghong Wang"", ""Jianfei Li"", ""Zimin An""]",2024,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-024-14535-2,https://doi.org/10.1007/s00170-024-14535-2,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""0268-3768"", ""1433-3015""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Zhaoqi Zheng"", ""openalex_author_id"": ""https://openalex.org/A5087158774"", ""orcid"": ""https://orcid.org/0000-0002-5391-4266"", ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Tianjin University of Science and Technology"", ""ror"": ""https://ror.org/018rbtf37"", ""country_code"": ""CN"", ""type"": ""education""}, {""name"": ""Tianjin International Joint Academy of Biomedicine"", ""ror"": ""https://ror.org/01v11cc68"", ""country_code"": ""CN"", ""type"": ""other""}], ""raw_affiliation_strings"": [""Tianjin International Joint Research and Development Center of Low-Carbon Green Process Equipment, Tianjin, China"", ""Tianjin Key Laboratory of Integrated Design and On-Line Monitoring for Light Industry & Food Machinery and Equipment, College of Mechanical Engineering, Tianjin University of Science & Technology, Tianjin, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4403007809,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Computational Design"", ""AI and Machine Learning for AM""]","[""Digital Twin"", ""Additive Manufacturing"", ""Light-Curing"", ""Surface Features""]",7,openai,True,False,False,False,2026-06-12,2026-06-28
10.3390/jmmp8050214,Development and Application of Digital Twin Control in Flexible Manufacturing Systems,"[""Asif Ullah"", ""Muhammad Younas""]",2024,Journal of Manufacturing and Materials Processing,10.3390/jmmp8050214,https://doi.org/10.3390/jmmp8050214,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2504-4494""]",,MDPI AG,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Muhammad Younas"", ""openalex_author_id"": ""https://openalex.org/A5039271600"", ""orcid"": ""https://orcid.org/0000-0003-2462-5526"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Robert Gordon University"", ""ror"": ""https://ror.org/04f0qj703"", ""country_code"": ""GB"", ""type"": ""education""}], ""raw_affiliation_strings"": [""School of Engineering, Robert Gordon University, Aberdeen AB10 7QB, UK""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4402992167,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Reviews and Surveys"", ""AI and Machine Learning for AM""]","[""Digital Twin"", ""Flexible Manufacturing Systems"", ""Optimization"", ""Productivity""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.1051/mfreview/2024010,Design of a material sorting digital twin system based on NX MCD,"[""Minxia Li"", ""Dayong Yang""]",2024,Manufacturing Review,10.1051/mfreview/2024010,https://doi.org/10.1051/mfreview/2024010,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2265-4224""]",,EDP Sciences,journal_article,trusted,journal article with named venue and no low-trust marker,[],False,,True,,https://openalex.org/W4396233068,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM""]","[""digital twin"", ""material sorting"", ""manufacturing efficiency"", ""automation""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.3934/acse.2024010,Deep neural operator enabled digital twin modeling for additive manufacturing,"[""Ning Liu"", ""Xuxiao Li"", ""Manoj R. Rajanna"", ""Edward W. Reutzel"", ""Brady Sawyer"", ""Prahalada Rao"", ""Jim Lua"", ""Nam Phan"", ""Yue Yu""]",2024,Advances in Computational Science and Engineering,10.3934/acse.2024010,https://doi.org/10.3934/acse.2024010,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2837-1739""]",,American Institute of Mathematical Sciences (AIMS),journal_article,trusted,journal article with named venue and no low-trust marker,[],False,,True,,https://openalex.org/W4400251602,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""AI and Machine Learning for AM"", ""Computational Design""]","[""Digital Twin"", ""Additive Manufacturing"", ""Laser Powder Bed Fusion"", ""Surrogate Modeling""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.1007/s00170-024-14398-7,Cooperative enhancement of multi-material interface strength by mechanical interlocking structures and FDM path planning,"[""Bin Liu"", ""Youxin Xu"", ""Wei Cao"", ""Ping Lu"", ""Chenghuan Huang""]",2024,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-024-14398-7,https://doi.org/10.1007/s00170-024-14398-7,"[""Crossref""]",crossref,journal-article,issn_venue_query,International Journal of Advanced Manufacturing Technology,0268-3768,"[""0268-3768"", ""1433-3015""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Bin Liu"", ""openalex_author_id"": ""https://openalex.org/A5100395488"", ""orcid"": ""https://orcid.org/0000-0002-3344-8309"", ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Huaqiao University"", ""ror"": ""https://ror.org/03frdh605"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Fujian Provincial Key Laboratory of Special Energy Manufacturing, Xiamen Key Laboratory of Digital Vision Measurement, Huaqiao University, Xiamen, 361021, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4402364330,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM""]","[""interface strength"", ""FDM/Material extrusion"", ""path planning"", ""mechanical interlocking""]",7,openai,True,False,False,False,2026-06-12,2026-06-28
10.1016/j.jmsy.2024.09.006,Blockchain-based cloud-edge collaborative data management for human-robot collaboration digital twin system,"[""Xin Liu"", ""Gongfa Li"", ""Feng Xiang"", ""Bo Tao"", ""Guozhang Jiang""]",2024,Journal of Manufacturing Systems,10.1016/j.jmsy.2024.09.006,https://doi.org/10.1016/j.jmsy.2024.09.006,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""0278-6125""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Gongfa Li"", ""openalex_author_id"": ""https://openalex.org/A5082414273"", ""orcid"": ""https://orcid.org/0000-0002-2695-2742"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Wuhan University of Science and Technology"", ""ror"": ""https://ror.org/00e4hrk88"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Hubei Key Laboratory of Mechanical Transmission and Manufacturing Engineering, Wuhan University of science and Technology, Wuhan 430081, China"", ""Key Laboratory of Metallurgical Equipment and Control Technology of Ministry of Education, Wuhan University of Science and Technology, Wuhan 430081, China"", ""Research Center for Biomimetic Robot and Intelligent Measurement and Control, Wuhan University of science and Technology, Wuhan 430081, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4402892340,True,core,core,manual_core_venue,"[""Reviews and Surveys"", ""Computational Design""]","[""Blockchain"", ""Cloud Computing"", ""Edge Computing"", ""Digital Twin"", ""Human-Robot Collaboration""]",7,openai,True,False,False,False,2026-06-19,2026-06-28
10.1016/j.matdes.2024.113086,"Big data, machine learning, and digital twin assisted additive manufacturing: A review","[""Liuchao Jin"", ""Xiaoya Zhai"", ""Kang Wang"", ""Kang Zhang"", ""Dazhong Wu"", ""Aamer Nazir"", ""Jingchao Jiang"", ""Wei-Hsin Liao""]",2024,Materials & Design,10.1016/j.matdes.2024.113086,https://doi.org/10.1016/j.matdes.2024.113086,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""0264-1275""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Jingchao Jiang"", ""openalex_author_id"": ""https://openalex.org/A5102931814"", ""orcid"": ""https://orcid.org/0000-0002-0446-3454"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Exeter"", ""ror"": ""https://ror.org/03yghzc09"", ""country_code"": ""GB"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Engineering, University of Exeter, Exeter, United Kingdom""]}, {""name"": ""Wei‐Hsin Liao"", ""openalex_author_id"": ""https://openalex.org/A5027148333"", ""orcid"": ""https://orcid.org/0000-0001-7221-5906"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Chinese University of Hong Kong"", ""ror"": ""https://ror.org/00t33hh48"", ""country_code"": ""HK"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Mechanical and Automation Engineering, The Chinese University of Hong Kong, Hong Kong, China"", ""Institute of Intelligent Design and Manufacturing, The Chinese University of Hong Kong, Hong Kong, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4400020165,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Reviews and Surveys"", ""AI and Machine Learning for AM""]","[""additive manufacturing"", ""big data"", ""machine learning"", ""digital twins"", ""review""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.1007/s00170-024-14132-3,Automated toolpath planning with 3D implementation of a parabolic weld bead deposition model for wire arc additive manufacturing repair,"[""Paul Qvale"", ""Eirik B. Njaastad""]",2024,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-024-14132-3,https://doi.org/10.1007/s00170-024-14132-3,"[""Crossref""]",crossref,journal-article,issn_venue_query,International Journal of Advanced Manufacturing Technology,0268-3768,"[""0268-3768"", ""1433-3015""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Paul Qvale"", ""openalex_author_id"": ""https://openalex.org/A5058731850"", ""orcid"": ""https://orcid.org/0000-0002-7007-2865"", ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""SINTEF"", ""ror"": ""https://ror.org/01f677e56"", ""country_code"": ""NO"", ""type"": ""facility""}, {""name"": ""SINTEF Industry"", ""ror"": ""https://ror.org/0422tvz87"", ""country_code"": ""NO"", ""type"": ""facility""}], ""raw_affiliation_strings"": [""Department of Materials and Nanotechnology, SINTEF Industry, P.O. Box 4760 Torgarden, Trondheim, NO-7465, Norway""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4400836560,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Material Distribution Optimization""]","[""wire arc additive manufacturing"", ""repair"", ""material deposition"", ""paraboloid model""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.1016/j.jmsy.2023.12.008,Automated guided vehicle dispatching and routing integration via digital twin with deep reinforcement learning,"[""Lixiang Zhang"", ""Chen Yang"", ""Yan Yan"", ""Ze Cai"", ""Yaoguang Hu""]",2024,Journal of Manufacturing Systems,10.1016/j.jmsy.2023.12.008,https://doi.org/10.1016/j.jmsy.2023.12.008,"[""Crossref""]",crossref,journal-article,issn_venue_query,Journal of Manufacturing Systems,0278-6125,"[""0278-6125""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Yaoguang Hu"", ""openalex_author_id"": ""https://openalex.org/A5001030257"", ""orcid"": ""https://orcid.org/0000-0002-5585-2556"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Beijing Institute of Technology"", ""ror"": ""https://ror.org/01skt4w74"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Lab of Industrial and Intelligent System Engineering, Beijing Institute of Technology, Beijing 100081, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4390645236,True,core,core,manual_core_venue,"[""Graph Search / Path Planning""]","[""Digital Twins"", ""Manufacturing automation""]",7,fallback,False,False,False,False,2026-06-24,2026-06-28
10.1016/j.heliyon.2024.e25722,Augmented reality-assisted cloud additive manufacturing with digital twin technology for multi-stakeholder value Co-creation in product innovation,"[""Shengyang Xu"", ""Yuan Lu"", ""Chunyang Yu""]",2024,Heliyon,10.1016/j.heliyon.2024.e25722,https://doi.org/10.1016/j.heliyon.2024.e25722,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2405-8440""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Chunyang Yu"", ""openalex_author_id"": ""https://openalex.org/A5021855948"", ""orcid"": ""https://orcid.org/0000-0001-8864-0106"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""China Academy of Art"", ""ror"": ""https://ror.org/01r61sr78"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Design-AI Lab, China Academy of Art, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4391751661,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Computational Design"", ""Multi-material AM""]","[""Augmented Reality"", ""Cloud Manufacturing"", ""Digital Twin"", ""Product Innovation""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.1016/j.mfglet.2024.09.142,An adaptable Digital Twin model for manufacturing,"[""Huiyue Huang"", ""Tang Ji"", ""Xun Xu""]",2024,Manufacturing Letters,10.1016/j.mfglet.2024.09.142,https://doi.org/10.1016/j.mfglet.2024.09.142,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2213-8463""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Huiyue Huang"", ""openalex_author_id"": ""https://openalex.org/A5076630540"", ""orcid"": ""https://orcid.org/0000-0001-7503-0819"", ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Auckland"", ""ror"": ""https://ror.org/03b94tp07"", ""country_code"": ""NZ"", ""type"": ""education""}], ""raw_affiliation_strings"": [""The University of Auckland, Auckland 1010, New Zealand""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4403441420,True,core,core,manual_core_venue,"[""Reviews and Surveys"", ""Computational Design""]","[""Digital Twin"", ""Smart Manufacturing"", ""Object-Oriented Model"", ""Adaptability""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.1002/admt.202400005,Advective Assembler-Enhanced Support Bath Rotational Direct Ink Writing,"[""Tazio Pleij"", ""Alexandra V. Bayles"", ""Jan Vermant""]",2024,Advanced Materials Technologies,10.1002/admt.202400005,https://doi.org/10.1002/admt.202400005,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2365-709X"", ""2365-709X""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Jan Vermant"", ""openalex_author_id"": ""https://openalex.org/A5080709163"", ""orcid"": ""https://orcid.org/0000-0002-0352-0656"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""ETH Zurich"", ""ror"": ""https://ror.org/05a28rw58"", ""country_code"": ""CH"", ""type"": ""education""}, {""name"": ""University of Delaware"", ""ror"": ""https://ror.org/01sbq1a82"", ""country_code"": ""US"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Materials ETH Zürich Zürich CH‐8093 Switzerland"", ""Department of Chemical and Biomolecular Engineering University of Delaware Newark, DE 19716, USA""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4396553639,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM"", ""Functionally Graded AM""]","[""3D printing"", ""advective assembly"", ""rotational direct ink writing"", ""multimaterial structures"", ""additive manufacturing""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.1186/s40580-024-00452-3,Advances in materials and technologies for digital light processing 3D printing,"[""Jisoo Nam"", ""Miso Kim""]",2024,Nano Convergence,10.1186/s40580-024-00452-3,https://doi.org/10.1186/s40580-024-00452-3,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2196-5404""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,[],False,,True,,https://openalex.org/W4404038974,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Reviews and Surveys"", ""Multi-material AM""]","[""DLP 3D Printing"", ""Materials Innovation"", ""Sustainability"", ""AI in Manufacturing""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.62441/nano-ntp.v20i6.39,Advancements in Wire Arc Additive Manufacturing of Functionally Graded Materials: Optimizing Compositional Gradients and Mechanical Performance: An Overview,"[""Manideep Roy Avula"", ""Ashwin Sailesh"", ""S. N. Padhi"", ""Dhivakar Poosapadi"", ""M. Venkatasudhahar"", ""Praveen Vundrajavarapu"", ""T. Mayavan"", ""Nagaraj Ashok"", ""T. S. Senthil""]",2024,Nanotechnology Perceptions,10.62441/nano-ntp.v20i6.39,https://doi.org/10.62441/nano-ntp.v20i6.39,"[""Crossref""]",crossref,journal-article,keyword_query,,,[],,Dewspublication,journal_article,trusted,journal article with named venue and no low-trust marker,[],False,,True,,https://openalex.org/W4404010361,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Functionally Graded AM"", ""Multi-material AM""]","[""Wire Arc Additive Manufacturing"", ""Functionally Graded Materials"", ""Mechanical Properties"", ""Process Optimization""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.3390/ma17143398,Additive Manufacturing-Enabled Advanced Design and Process Strategies for Multi-Functional Lattice Structures,"[""Chinmai Bhat"", ""Mayur Jiyalal Prajapati"", ""Ajeet Kumar"", ""Jeng-Ywan Jeng""]",2024,Materials,10.3390/ma17143398,https://doi.org/10.3390/ma17143398,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""1996-1944""]",,MDPI AG,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Ajeet Kumar"", ""openalex_author_id"": ""https://openalex.org/A5043776914"", ""orcid"": ""https://orcid.org/0000-0003-3173-2485"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Indian Institute of Technology Guwahati"", ""ror"": ""https://ror.org/0022nd079"", ""country_code"": ""IN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Design for Additive Manufacturing & Innovation (DAMi) Lab, Department of Design, Indian Institute of Technology Guwahati, Guwahati 781039, Assam, India""]}, {""name"": ""Jeng‐Ywan Jeng"", ""openalex_author_id"": ""https://openalex.org/A5005502516"", ""orcid"": ""https://orcid.org/0000-0001-5418-0703"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Indian Institute of Technology Guwahati"", ""ror"": ""https://ror.org/0022nd079"", ""country_code"": ""IN"", ""type"": ""education""}, {""name"": ""National Taiwan University of Science and Technology"", ""ror"": ""https://ror.org/00q09pe49"", ""country_code"": ""TW"", ""type"": ""education""}, {""name"": ""Extreme Light Infrastructure Beamlines"", ""ror"": ""https://ror.org/00yzpcc69"", ""country_code"": ""CZ"", ""type"": ""facility""}, {""name"": ""National Cheng Kung University"", ""ror"": ""https://ror.org/01b8kcc49"", ""country_code"": ""TW"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Academy of Innovative Semiconductor and Sustainable Manufacturing, National Cheng Kung University, No. 1, Dasyue Rd, East District, Tainan 701, Taiwan"", ""Department of Design, Indian Institute of Technology Guwahati, Guwahati 781039, Assam, India"", ""Department of Mechanical Engineering, National Taiwan University of Science and Technology, No. 43, Sec. 4, Keelung Rd, Taipei 106, Taiwan"", ""Taiwan High Speed 3D Printing Research Center, National Taiwan University of Science and Technology, No. 43, Sec. 4, Keelung Rd, Taipei 106, Taiwan"", ""The Extreme Light Infrastructure (ELI ERIC), 252 41 Prague, Czech Republic""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4400494905,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Reviews and Surveys"", ""Multi-material AM""]","[""Additive Manufacturing"", ""Lattice Structures"", ""Design Strategies"", ""AI in Manufacturing""]",7,openai,True,True,False,False,2026-06-19,2026-06-28
10.1007/s00170-024-14607-3,Adaptive digital twin for product surface quality: supervisory controller for surface roughness control,"[""Yassmin Seid Ahmed"", ""Waguih ElMaraghy"", ""Hoda ElMaraghy""]",2024,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-024-14607-3,https://doi.org/10.1007/s00170-024-14607-3,"[""Crossref""]",crossref,journal-article,issn_venue_query,International Journal of Advanced Manufacturing Technology,0268-3768,"[""0268-3768"", ""1433-3015""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Yassmin Seid Ahmed"", ""openalex_author_id"": ""https://openalex.org/A5010365988"", ""orcid"": ""https://orcid.org/0000-0002-8685-7675"", ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""King Fahd University of Petroleum and Minerals"", ""ror"": ""https://ror.org/03yez3163"", ""country_code"": ""SA"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Interdisciplinary Research Center for Advanced Materials, King Fahd University of Petroleum and Minerals, 31261, Dhahran, Saudi Arabia"", ""Mechanical Engineering Department, King Fahd University of Petroleum and Minerals, 31261, Dhahran, Saudi Arabia""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4403438487,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM""]","[""Digital Twins""]",7,fallback,False,False,False,False,2026-06-24,2026-06-28
